alphanumeric ID,Serial number ,Site,Collection Date,Sampling Method,Order,Taxa,Count,Taxa Level,Deterioration,,,,
TSCS_bv_hym_13Jul22,100.5,TSCS,07/13/22,blue vane,hymenoptera,halictidae,5,family,intact,,,,
NSSN_sn_hym_30Sep22,207.2,NSSN,9/30/2022,sweep net,hymenoptera,platygastridae,2,family,intact,,,,
NSSN_sn_hym_30Sep22,207.3,NSSN,9/30/2022,sweep net,hymenoptera,formicidae,1,family,intact,,,,
NCTC_sn_hym_15Jul22,200.8,NCTC,07/15/22,sweep net,hymenoptera,scelionidae,2,family,intact,,,,
NCTC_sn_hym_15Jul22,200.9,NCTC,07/15/22,sweep net,hymenoptera,eurytomidae,1,family,deteriorating,,,,
TY_bv_hym_14Sept22,208.1,TY,09/14/22,blue vane,hymenoptera,halictidae,1,family,intact,,,,
NCTC_sn_hym_15Jul22,200.10,NCTC,07/15/22,sweep net,hymenoptera,platygastridae,14,family,intact,,,,
SAS_sn_hym_13Sep22,209.1,SAS,09/13/22,sweep net,hymenoptera,formicidae,2,family,intact,,,,
NCTC_sn_hym_15Jul22,200.11,NCTC,07/15/22,sweep net,hymenoptera,diapriidae,1,family,deteriorating,,,,
SAS_sn_hym_13Sep22,209.2,SAS,09/13/22,sweep net,hymenoptera,braconidae,3,family,intact,,,,
NCTC_bv_hym_17Aug22,210.1,NCTC,08/17/22,blue vane,hymenoptera,apidae,2,family,intact,,,,
SAS_sn_hym_13Sep22,209.3,SAS,09/13/22,sweep net,hymenoptera,diapriidae,1,family,intact,,,,
SAS_sn_hym_13Sep22,209.4,SAS,09/13/22,sweep net,hymenoptera,ichneumonidae,1,family,intact,,,,
NCTC_sn_hym_15Jul22,200.12,NCTC,07/15/22,sweep net,collembola,collembola,3,order,deteriorating,,,,
NCTC_bv_hym_17Aug22,210.2,NCTC,08/17/22,blue vane,hymenoptera,encyrtidae,3,family,intact,,,,
TSCS_sn_hym_28Sep22,212.1,TSCS,09/28/22,sweep net,hymenoptera,diapriidae,1,family,intact,,,,
NSCN_sn_hym_13Jul22,213.1,NSCN,07/13/22,sweep net,hymenoptera,ichneumonidae,3,family,intact,,,,
NSCN_sn_hym_13Jul22,213.2,NSCN,07/13/22,sweep net,hymenoptera,braconidae,6,family,intact,,,,
NSCN_sn_hym_13Jul22,213.3,NSCN,07/13/22,sweep net,hymenoptera,formicidae,22,family,intact,,,,
NSSN_bv_hym_30Sep22,214.1,NSSN,09/30/22,blue vane,hymenoptera,vespidae,1,family,intact,,,,
NSCN_sn_hym_13Jul22,213.4,NSCN,07/13/22,sweep net,hymenoptera,halictidae,1,family,intact,,,,
TSCS_sn_hym_28Sep22,212.2,TSCS,09/28/22,sweep net,hymenoptera,braconidae,1,family,intact,,,,
NSSN_bv_hym_30Sep22,214.2,NSSN,09/30/22,blue vane,hymenoptera,halictidae,3,family,intact,,,,
NCTC_sn_hym_17Aug22,211.1,NCTC,08/17/22,sweep net,hymenoptera,eupelmidae,1,family,intact,,,,
9,211.2,NCTC,08/17/22,sweep net,hymenoptera,formicidae,3,family,intact,,,,
NCTC_sn_hym_17Aug22,211.3,NCTC,08/17/22,sweep net,hymenoptera,braconidae,2,family,intact,,,,
NSCS_sn_hym_14Sep22,215.1,NSCS,09/14/22,sweep net,hymenoptera,formicidae,1,family,intact,,,,
NSCN_sn_hym_13Jul22,213.5,NSCN,07/13/22,sweep net,hymenoptera,diapriidae,2,family,deteriorating,,,,
NSSN_bv_hym_30Sep22,214.3,NSSN,09/30/22,blue vane,hymenoptera,ichneumonidae,1,family,intact,,,,
NSCN_sn_hym_13Jul22,213.6,NSCN,07/13/22,sweep net,hymenoptera,scelionidae,4,family,intact,,,,
NSCN_sn_hym_13Jul22,213.7,NSCN,07/13/22,sweep net,hymenoptera,platygastridae,4,family,intact,,,,
NSCS_sn_hym_14Sep22,215.2,NSCS,09/14/22,sweep net,hymenoptera,mymaridae,1,family,intact,,,,
NSCN_sn_hym_13Jul22,213.8,NSCN,07/13/22,sweep net,hymenoptera,ceraphronidae,2,family,intact,,,,
NSCN_sn_hym_13Jul22,213.9,NSCN,07/13/22,sweep net,hymenoptera,eulophidae,3,family,intact,,,,
NSCS_sn_hym_14Sep22,215.3,NSCS,09/14/22,sweep net,hymenoptera,braconidae,2,family,intact,,,,
NSCN_sn_hym_13Jul22,213.10,NSCN,07/13/22,sweep net,hymenoptera,eurytomidae,1,family,intact,,,,
NSCN_sn_hym_13Jul22,213.11,NSCN,07/13/22,sweep net,hymenoptera,pteromalidae,1,family,intact,,,,
NSCN_sn_hym_13Jul22,213.12,NSCN,07/13/22,sweep net,hymenoptera,encyrtidae,2,family,deteriorating,,,,
NSCN_sn_hym_13Jul22,213.13,NSCN,07/13/22,sweep net,hymenoptera,eupelmidae,1,family,intact,,,,
NSCN_sn_hym_13Jul22,213.14,NSCN,07/13/22,sweep net,hymenoptera,mymaridae,1,family,intact,,,,
NSCS_sn_hym_14Sep22,215.4,NSCS,09/14/22,sweep net,hymenoptera,scelionidae,1,family,intact,,,,
NCTC_sn_hym_17Aug22,211.4,NCTC,08/17/22,sweep net,hymenoptera,scelionidae,1,family,intact,,,,
NCTC_sn_hym_17Aug22,211.5,NCTC,08/17/22,sweep net,hymenoptera,eulophidae,1,family,intact,,,,
NCTC_sn_hym_17Aug22,211.6,NCTC,08/17/22,sweep net,hymenoptera,diapriidae,1,family,intact,,,,
NCTC_sn_hym_17Aug22,211.7,NCTC,08/17/22,sweep net,hymenoptera,platygastridae,2,family,deteriorating,,,,
TSCS_sn_hym_28Sep22,212.3,TSCS,09/28/22,sweep net,hymenoptera,eulophidae,2,family,intact,,,,
TSCS_sn_hym_28Sep22,212.4,TSCS,09/28/22,sweep net,hymenoptera,trichogrammatidae,1,family,intact,,,,
TSCS_sn_hym_28Sep22,212.5,TSCS,09/28/22,sweep net,hymenoptera,platygastridae,2,family,intact,,,,
SAS_sn_hym_13Sep22,209.5,SAS,09/13/22,sweep net,hymenoptera,ceraphronidae,1,family,intact,,,,
SAS_sn_hym_13Sep22,209.6,SAS,09/13/22,sweep net,hymenoptera,eulophidae,1,family,intact,,,,
SAS_sn_hym_13Sep22,209.7,SAS,09/13/22,sweep net,hymenoptera,platygastridae,1,family,intact,,,,
NCTC_bv_hym_17Aug22,210.3,NCTC,08/17/22,blue vane,hymenoptera,diapriidae,1,family,intact,,,,
NCTC_bv_hym_17Aug22,210.4,NCTC,08/17/22,blue vane,hymenoptera,scelionidae,1,family,intact,,,,
NCTC_bv_hym_15Jul22,205.3,NCTC,07/15/22,blue vane,psocodea,NA,1,order,deteriorating,,,,
SLNS_bv_hym_12Jul22,216.1,SLNS,07/12/22,blue vane,hymenoptera,formicidae,1,family,intact,,,,
SLNS_bv_hym_12Jul22,216.2,SLNS,07/12/22,blue vane,hymenoptera,encyrtidae,3,family,intact,,,,
NSCS_bv_hym_14Sep22,217.1,NSCS,09/17/22,blue vane,hymenoptera,eupelmidae,1,family,deteriorating,,,,
NSCS_bv_hym_14Sep22,217.2,NSCS,09/17/22,blue vane,hymenoptera,encyrtidae,1,family,intact,,,,
NSCS_bv_hym_14Sep22,217.3,NSCS,09/17/22,blue vane,hymenoptera,diapriidae,1,family,intact,,,,
SLNS_sn_hym_25Aug22,218.1,SLNS,08/25/22,sweep net,hymenoptera,formicidae,16,family,deteriorating,,,,
SLNS_sn_hym_25Aug22,218.2,SLNS,08/25/22,sweep net,hymenoptera,braconidae,2,family,intact,,,,
SLNS_sn_hym_25Aug22,218.3,SLNS,08/25/22,sweep net,hymenoptera,proctotrupidae,1,family,intact,,,,
SLNS_sn_hym_25Aug22,218.4,SLNS,08/25/22,sweep net,hymenoptera,bethylidae,1,family,intact,,,,
SLNS_sn_hym_25Aug22,218.5,SLNS,08/25/22,sweep net,hymenoptera,figitidae,1,family,intact,,,,
SLNS_sn_hym_25Aug22,218.6,SLNS,08/25/22,sweep net,hymenoptera,ceraphronidae,1,family,intact,,,,
SLNS_sn_hym_25Aug22,218.7,SLNS,08/25/22,sweep net,hymenoptera,scelionidae,1,family,intact,,,,
SLNS_sn_hym_25Aug22,218.8,SLNS,08/25/22,sweep net,hymenoptera,encyrtidae,1,family,intact,,,,
SLNS_sn_hym_25Aug22,218.9,SLNS,08/25/22,sweep net,hymenoptera,eulophidae,1,family,intact,,,,
TY_sn_hym_15Jul22,219.1,TY,07/15/22,sweep net,hymenoptera,formicidae,14,family,deteriorating,,,,
TY_sn_hym_15Jul22,219.2,TY,07/15/22,sweep net,hymenoptera,braconidae,5,family,intact,,,,
TY_sn_hym_15Jul22,219.3,TY,07/15/22,sweep net,hymenoptera,diapriidae,3,family,intact,,,,
NSCN_pf_hym_13Jul22,220.1,NSCN,07/13/22,pitfall,hymenoptera,scelionidae,58,family,deteriorating,,,,
TY_sn_hym_15Jul22,219.5,TY,07/15/22,sweep net,hymenoptera,mymaridae,4,family,deteriorating,,,,
NSCN_pf_hym_13Jul22,220.2,NSCN,07/13/22,pitfall,hymenoptera,formicidae,24,family,intact,,,,
NSCN_pf_hym_13Jul22,220.3,NSCN,07/13/22,pitfall,acari,NA,2,subclass,intact,,,,
TY_sn_hym_15Jul22,219.6,TY,07/15/22,sweep net,hymenoptera,aphelinidae,6,family,intact,,,,
TY_sn_hym_15Jul22,219.7,TY,07/15/22,sweep net,hymenoptera,platygastridae,7,family,deteriorating,,,,
TY_sn_hym_15Jul22,219.8,TY,07/15/22,sweep net,hymenoptera,eulophidae,1,family,deteriorating,,,,
TY_sn_hym_15Jul22,219.9,TY,07/15/22,sweep net,hymenoptera,encyrtidae,1,family,deteriorating,,,,
SAS_sn_hym_29Sep22,221.1,SAS,09/29/22,sweep net,hymenoptera,pteromalidae,1,family,intact,,,,
TY_sn_hym_15Jul22,219.4,TY,07/15/22,sweep net,hymenoptera,pteromalidae,1,family,intact,,,,
SAS_sn_hym_29Sep22,221.2,SAS,09/29/22,sweep net,hymenoptera,formicidae,8,family,intact,,,,
SAS_sn_hym_29Sep22,221.3,SAS,09/29/22,sweep net,hymenoptera,tenthredinidae,1,family,intact,,,,
NSCN_pf_hym_13Jul22,220.4,NSCN,07/13/22,pitfall,hymenoptera,aphelinidae,1,family,intact,,,,
SAS_sn_hym_29Sep22,221.4,SAS,09/29/22,sweep net,hymenoptera,ceraphronidae,1,family,intact,,,,
SAS_sn_hym_29Sep22,221.5,SAS,09/29/22,sweep net,hymenoptera,platygastridae,1,family,intact,,,,
SLNS_sn_hym_8Sep22,222.1,SLNS,09/08/22,sweep net,hymenoptera,formicidae,4,family,intact,,,,
SLNS_sn_hym_8Sep22,222.2,SLNS,09/08/22,sweep net,hymenoptera,ichneumonidae,1,family,intact,,,,
SLNS_sn_hym_8Sep22,222.3,SLNS,09/08/22,sweep net,hymenoptera,diapriidae,1,family,intact,,,,
SLNS_sn_hym_8Sep22,222.4,SLNS,09/08/22,sweep net,hymenoptera,braconidae,2,family,intact,,,,
SLNS_sn_hym_8Sep22,222.5,SLNS,09/08/22,sweep net,hymenoptera,bethylidae,1,family,intact,,,,
SLNS_sn_hym_8Sep22,222.6,SLNS,09/08/22,sweep net,hymenoptera,figitidae,3,family,intact,,,,
SLNS_sn_hym_8Sep22,222.7,SLNS,09/08/22,sweep net,diptera,NA,1,order,intact,,,,
SLNS_sn_hym_8Sep22,222.8,SLNS,09/08/22,sweep net,hymenoptera,eulophidae,2,family,intact,,,,
SLNS_sn_hym_8Sep22,222.9,SLNS,09/08/22,sweep net,hymenoptera,scelionidae,1,family,intact,,,,
SLNS_sn_hym_8Sep22,222.10,SLNS,09/08/22,sweep net,hymenoptera,mymaridae,1,family,intact,,,,
NSSN_sn_hym_12Aug22,223.1,NSSN,08/12/22,sweep net,hymenoptera,halictidae,2,family,intact,,,,
NSSN_sn_hym_12Aug22,223.2,NSSN,08/12/22,sweep net,hymenoptera,formicidae,7,family,intact,,,,
NSSN_sn_hym_12Aug22,223.3,NSSN,08/12/22,sweep net,hymenoptera,braconidae,3,family,intact,,,,
NSSN_sn_hym_12Aug22,223.4,NSSN,08/12/22,sweep net,hymenoptera,figitidae,1,family,intact,,,,
NSSN_sn_hym_12Aug22,223.5,NSSN,08/12/22,sweep net,hymenoptera,scelionidae,3,family,intact,,,,
NSSN_sn_hym_12Aug22,223.6,NSSN,08/12/22,sweep net,hymenoptera,pteromalidae,1,family,intact,,,,
NSSN_sn_hym_12Aug22,223.7,NSSN,08/12/22,sweep net,hymenoptera,eulophidae,2,family,intact,,,,
NSSN_sn_hym_12Aug22,223.8,NSSN,08/12/22,sweep net,hymenoptera,aphelinidae,1,family,intact,,,,
NSSN_sn_hym_12Aug22,223.9,NSSN,08/12/22,sweep net,hymenoptera,mymaridae,1,family,intact,,,,
NSSN_sn_hym_12Aug22,223.10,NSSN,08/12/22,sweep net,hymenoptera,ceraphronidae,1,family,intact,,,,
NSSN_sn_hym_12Aug22,223.11,NSSN,08/12/22,sweep net,hymenoptera,eurytomidae,1,family,intact,,,,
TAD_sn_hym_14Jul22,224.1,TAD,07/14/22,sweep net,hymenoptera,formicidae,10,family,intact,,,,
TAD_sn_hym_14Jul22,224.2,TAD,07/14/22,sweep net,hymenoptera,braconidae,14,family,deteriorating,,,,
TAD_sn_hym_14Jul22,224.3,TAD,07/14/22,sweep net,hymenoptera,pteromalidae,3,family,intact,,,,
TAD_sn_hym_14Jul22,224.4,TAD,07/14/22,sweep net,hymenoptera,mymaridae,2,family,deteriorating,,,,
TAD_sn_hym_14Jul22,224.5,TAD,07/14/22,sweep net,hymenoptera,eulophidae,1,family,deteriorating,,,,
TAD_sn_hym_14Jul22,224.6,TAD,07/14/22,sweep net,hymenoptera,pteromalidae,1,family,deteriorating,,,,
TAD_sn_hym_14Jul22,224.7,TAD,07/14/22,sweep net,hymenoptera,figitidae,2,family,deteriorating,,,,
TAD_sn_hym_14Jul22,224.8,TAD,07/14/22,sweep net,hymenoptera,scelionidae,1,family,intact,,,,
TAD_sn_hym_14Jul22,224.9,TAD,07/14/22,sweep net,hymenoptera,diapriidae,3,family,intact,,,,
TAD_sn_hym_14Jul22,224.10,TAD,07/14/22,sweep net,acari,NA,1,subclass,intact,,,,
NSCS_pf_hym_13Jul22,225.1,NSCS,07/13/22,pitfall,hymenoptera,formicidae,10,family,intact,,,,
NSCS_pf_hym_13Jul22,225.2,NSCS,07/13/22,pitfall,hymenoptera,scelionidae,14,family,deteriorating,,,,
NSCS_pf_hym_13Jul22,225.3,NSCS,07/13/22,pitfall,hymenoptera,braconidae,1,family,intact,,,,
NSCS_pf_hym_13Jul22,225.4,NSCS,07/13/22,pitfall,hymenoptera,ceraphronidae,1,family,deteriorating,,,,
NSCS_pf_hym_13Jul22,225.5,NSCS,07/13/22,pitfall,hymenoptera,megaspilidae,1,family,intact,,,,
NSCS_pf_hym_13Jul22,225.6,NSCS,07/13/22,pitfall,hymenoptera,figitidae,1,family,intact,,,,
NSCS_pf_hym_13Jul22,226.7,NSCS,07/13/22,pitfall,hymenoptera,platygastridae,2,family,intact,,,,
NCTC_bv_hym_3Aug22,226.1,NCTC,08/03/22,blue vane,hymenoptera,vespidae,1,family,intact,,,,
NCTC_bv_hym_3Aug22,226.2,NCTC,08/03/22,blue vane,hymenoptera,scelionidae,1,family,intact,,,,
SLNS_sn_hym_19Oct22,228.1,SLNS,10/19/22,sweep net,hymenoptera,ichneumonidae,1,family,intact,,,,
SELS_bv_hym_8Sep22,147.1,SELS,09/08/22,blue vane,hymenoptera,formicidae,2,family,deteriorating,,,,
SELS_bv_hym_8Sep22,147.2,SELS,09/08/22,blue vane,hymenoptera,pompilidae,1,family,intact,,,,
SELS_bv_hym_8Sep22,147.3,SELS,09/08/22,blue vane,hymenoptera,encyrtidae,14,family,intact,,,,
TAD_pf_hym_14Jul22,229.1,TAD,07/14/22,pitfall,hymenoptera,formicidae,82,family,intact,,,,
TSCS_sn_hym_26Aug22,227.1,TSCS,08/26/22,sweep net,hymenoptera,perilampidae,1,family,intact,,,,
TSCS_sn_hym_26Aug22,227.2,TSCS,08/26/22,sweep net,hymenoptera,formicidae,3,family,intact,,,,
TSCS_sn_hym_26Aug22,227.3,TSCS,08/26/22,sweep net,hymenoptera,bethylidae,3,family,intact,,,,
TAD_pf_hym_14Jul22,229.2,TAD,07/14/22,pitfall,hymenoptera,ichneumonidae,1,family,intact,,,,
TSSS_sn_hym_31Aug22,230.1,TSSS,08/31/22,sweep net,hymenoptera,eulophidae,2,family,intact,,,,
TSSS_sn_hym_31Aug22,230.2,TSSS,08/31/22,sweep net,hymenoptera,braconidae,2,family,intact,,,,
TAD_pf_hym_14Jul22,229.3,TAD,07/14/22,pitfall,hymenoptera,scelionidae,14,family,deteriorating,,,,
TAD_pf_hym_14Jul22,229.4,TAD,07/14/22,pitfall,hymenoptera,ceraphronidae,2,family,deteriorating,,,,
TAD_pf_hym_14Jul22,229.5,TAD,07/14/22,pitfall,hymenoptera,figitidae,1,family,intact,,,,
TAD_pf_hym_14Jul22,229.6,TAD,07/14/22,pitfall,hymenoptera,diapriidae,1,family,intact,,,,
TAD_pf_hym_14Jul22,229.7,TAD,07/14/22,pitfall,diptera,NA,1,order,intact,,,,
TAD_pf_hym_14Jul22,229.8,TAD,07/14/22,pitfall,collembola,collembola,1,class,intact,,,,
SAS_bv_hym_1Sep22,231.1,SAS,09/01/22,blue vane,hymenoptera,vespidae,9,family,intact,,,,
SAS_bv_hym_1Sep22,231.2,SAS,09/01/22,blue vane,hymenoptera,formicidae,5,family,intact,,,,
SAS_bv_hym_1Sep22,231.3,SAS,09/01/22,blue vane,hymenoptera,andrenidae,1,family,intact,,,,
SAS_bv_hym_1Sep22,231.4,SAS,09/01/22,blue vane,hymenoptera,encyrtidae,1,family,intact,,,,
SAS_bv_hym_1Sep22,231.5,SAS,09/01/22,blue vane,hymenoptera,platygastridae,1,family,intact,,,,
SAS_bv_hym_1Sep22,231.6,SAS,09/01/22,blue vane,diptera,NA,2,order,intact,,,,
SAS_bv_hym_1Sep22,231.7,SAS,09/01/22,blue vane,hymenoptera,pompilidae,1,family,intact,,,,
TY_sn_hym_17Aug22,232.1,TY,08/17/22,sweep net,hymenoptera,diapriidae,1,family,intact,,,,
TY_sn_hym_17Aug22,232.2,TY,08/17/22,sweep net,hymenoptera,formicidae,1,family,intact,,,,
TY_sn_hym_17Aug22,232.3,TY,08/17/22,sweep net,hymenoptera,braconidae,4,family,intact,,,,
NSCN_bv_hym_26Aug22,233.1,NSCN,08/26/22,blue vane,hymenoptera,encyrtidae,6,family,intact,,,,
NSCN_bv_hym_26Aug22,233.2,NSCN,08/26/22,blue vane,hymenoptera,halictidae,1,family,intact,,,,
NCTC_sn_hym_15Jul22,200.13,NCTC,07/15/22,sweep net,psocodea,NA,2,order,deteriorating,,,,
NCTC_sn_hym_15Jul22,200.14,NCTC,07/15/22,sweep net,hymenoptera,ichneumonidae,2,family,intact,,,,
TAD_sn_hym_13Sep22,234.1,TAD,09/13/22,sweep net,hymenoptera,eulophidae,2,family,intact,,,,
TAD_sn_hym_13Sep22,234.2,TAD,09/13/22,sweep net,hymenoptera,formicidae,2,family,intact,,,,
TAD_sn_hym_13Sep22,234.3,TAD,09/13/22,sweep net,hymenoptera,braconidae,4,family,intact,,,,
NSSN_sn_hym_15Jul22,157.7,NSSN,07/15/22,sweep net,hymenoptera,scelionidae,5,family,intact,,,,
NSSN_sn_hym_15Jul22,157.11,NSSN,07/15/22,sweep net,hymenoptera,eulophidae,5,family,deteriorating,,,,
NSSN_sn_hym_15Jul22,157.10,NSSN,07/15/22,sweep net,hymenoptera,mymaridae,1,family,intact,,,,
NSSN_sn_hym_15Jul22,157.12,NSSN,07/15/22,sweep net,hymenoptera,pergidae,1,family,deteriorating,,,,
NSSN_sn_hym_15Jul22,157.13,NSSN,07/15/22,sweep net,trichoptera,NA,1,order,deteriorating,,,,
NSSN_sn_hym_15Jul22,157.14,NSSN,07/15/22,sweep net,hymenoptera,formicidae,1,family,intact,,,,
NSSN_sn_hym_15Jul22,157.15,NSSN,07/15/22,sweep net,hymenoptera,megaspilidae,1,family,intact,,,,
NSSN_sn_hym_15Jul22,157.16,NSSN,07/15/22,sweep net,diptera,NA,1,order,deteriorating,,,,
NSSN_sn_hym_15Jul22,157.17,NSSN,07/15/22,sweep net,thysanoptera,NA,1,family,intact,,,,
TY_sn_hym_30Sep22,235.1,TY,09/30/22,sweep net,hymenoptera,scelionidae,1,family,intact,,,,
TY_sn_hym_30Sep22,235.2,TY,09/30/22,sweep net,hymenoptera,platygastridae,2,family,intact,,,,
TAD_pf_hym_22Jul22,121.3,TAD,07/22/22,pitfall,hymenoptera,rhopalosomatidae,3,family,intact,,,,
SAS_sn_hym_12Aug22,236.1,SAS,08/12/22,sweep net,hymenoptera,chrysolampidae,2,family,intact,,,,
SAS_sn_hym_12Aug22,236.2,SAS,08/12/22,sweep net,hymenoptera,formicidae,4,family,intact,,,,
SAS_sn_hym_12Aug22,236.3,SAS,08/12/22,sweep net,hymenoptera,braconidae,5,family,intact,,,,
SAS_sn_hym_12Aug22,236.4,SAS,08/12/22,sweep net,hymenoptera,platygastridae,3,family,intact,,,,
SAS_sn_hym_12Aug22,236.5,SAS,08/12/22,sweep net,hymenoptera,scelionidae,2,family,intact,,,,
SAS_sn_hym_12Aug22,236.6,SAS,08/12/22,sweep net,hymenoptera,eurytomidae,1,family,intact,,,,
SAS_sn_hym_12Aug22,236.7,SAS,08/12/22,sweep net,hymenoptera,diapriidae,2,family,deteriorating,,,,
SAS_sn_hym_12Aug22,236.8,SAS,08/12/22,sweep net,hymenoptera,figitidae,1,family,intact,,,,
TSCS_sn_hym_13Jul22,237.1,TSCS,07/13/22,sweep net,hymenoptera,formicidae,15,family,intact,,,,
TSCS_sn_hym_13Jul22,237.2,TSCS,07/13/22,sweep net,hymenoptera,braconidae,5,family,intact,,,,
TSCS_sn_hym_13Jul22,237.3,TSCS,07/13/22,sweep net,hymenoptera,ichneumonidae,2,family,intact,,,,
TSCS_sn_hym_13Jul22,237.4,TSCS,07/13/22,sweep net,hymenoptera,figitidae,1,family,intact,,,,
TSCS_sn_hym_13Jul22,237.5,TSCS,07/13/22,sweep net,hymenoptera,diapriidae,3,family,deteriorating,,,,
TSCS_sn_hym_13Jul22,237.6,TSCS,07/13/22,sweep net,hymenoptera,platygastridae,2,family,intact,,,,
TSCS_sn_hym_13Jul22,237.7,TSCS,07/13/22,sweep net,hymenoptera,scelionidae,1,family,deteriorating,,,,
TSCS_sn_hym_26Aug22,227.4,TSCS,08/26/22,sweep net,hymenoptera,mymaridae,2,family,intact,,,,
TSCS_sn_hym_26Aug22,227.5,TSCS,08/26/22,sweep net,hymenoptera,aphelinidae,1,family,intact,,,,
TSCS_sn_hym_26Aug22,227.6,TSCS,08/26/22,sweep net,hymenoptera,trichogrammatidae,1,family,intact,,,,
TSCS_sn_hym_26Aug22,227.7,TSCS,08/26/22,sweep net,hymenoptera,pteromalidae,1,family,intact,,,,
TSCS_sn_hym_26Aug22,227.8,TSCS,08/26/22,sweep net,hymenoptera,scelionidae,1,family,intact,,,,
TSCS_sn_hym_26Aug22,227.9,TSCS,08/26/22,sweep net,hymenoptera,ceraphronidae,2,family,intact,,,,
TSCS_sn_hym_26Aug22,227.10,TSCS,08/26/22,sweep net,hymenoptera,platygastridae,2,family,intact,,,,
TSSS_sn_hym_31Aug22,230.3,TSSS,08/31/22,sweep net,hymenoptera,platygastridae,1,family,intact,,,,
TSSS_sn_hym_31Aug22,230.4,TSSS,08/31/22,sweep net,hymenoptera,eurytomidae,1,family,intact,,,,
TSSS_sn_hym_31Aug22,230.5,TSSS,08/31/22,sweep net,hymenoptera,scelionidae,1,family,intact,,,,
SAS_bv_hym_1Sep22,231.8,SAS,09/01/22,blue vane,hymenoptera,scelionidae,1,family,intact,,,,
TY_sn_hym_17Aug22,232.4,TY,08/17/22,sweep net,hymenoptera,scelionidae,1,family,intact,,,,
TY_sn_hym_17Aug22,232.5,TY,08/17/22,sweep net,hymenoptera,mymaridae,2,family,deteriorating,,,,
TY_sn_hym_17Aug22,232.6,TY,08/17/22,sweep net,hymenoptera,eurytomidae,1,family,intact,,,,
TY_sn_hym_17Aug22,232.7,TY,08/17/22,sweep net,hymenoptera,aphelinidae,1,family,intact,,,,
NSCN_bv_hym_26Aug22,233.3,NSCN,08/26/22,blue vane,hymenoptera,scelionidae,1,family,deteriorating,,,,
TAD_sn_hym_13Sep22,234.4,TAD,09/13/22,sweep net,hymenoptera,mymaridae,1,family,intact,,,,
SAS_sn_hym_12Aug22,236.9,SAS,08/12/22,sweep net,hymenoptera,encyrtidae,1,family,deteriorating,,,,
SAS_sn_hym_12Aug22,236.10,SAS,08/12/22,sweep net,hymenoptera,eurytomidae,2,family,intact,,,,
TSCS_sn_hym_13Jul22,237.8,TSCS,07/13/22,sweep net,hymenoptera,ceraphronidae,2,family,intact,,,,
TSCS_sn_hym_13Jul22,237.9,TSCS,07/13/22,sweep net,hymenoptera,eurytomidae,1,family,intact,,,,
NCTC_sn_hym_15Jul22,200.15,NCTC,07/15/22,sweep net,hemiptera,NA,1,order,intact,,,,
NSCN_sn_hym_26Aug22,122.2,NSCN,08/26/22,sweep net,hymenoptera,ichneumonidae,1,family,intact,,,,
NSCN_sn_hym_26Aug22,122.3,NSCN,08/26/22,sweep net,hymenoptera,figitidae,3,family,intact,,,,
NSCN_sn_hym_26Aug22,122.4,NSCN,08/26/22,sweep net,hymenoptera,braconidae,3,family,intact,,,,
NSCN_sn_hym_26Aug22,122.5,NSCN,08/26/22,sweep net,hymenoptera,platygastridae,1,family,intact,,,,
NSCN_sn_hym_26Aug22,122.6,NSCN,08/26/22,sweep net,hymenoptera,scelionidae,4,family,intact,,,,
SLNS_sn_hym_12Jul22,238.1,SLNS,07/12/22,sweep net,hymenoptera,formicidae,16,family,intact,,,,
NSCN_sn_hym_26Aug22,122.7,NSCN,08/26/22,sweep net,hymenoptera,eulophidae,2,family,intact,,,,
SLNS_sn_hym_12Jul22,238.2,SLNS,07/12/22,sweep net,hymenoptera,braconidae,4,family,intact,,,,
NSCN_sn_hym_26Aug22,122.8,NSCN,08/26/22,sweep net,hymenoptera,eupelmidae,1,family,intact,,,,
NSCN_sn_hym_26Aug22,122.9,NSCN,08/26/22,sweep net,hymenoptera,diapriidae,1,family,intact,,,,
SLNS_sn_hym_12Jul22,238.3,SLNS,07/12/22,sweep net,hymenoptera,ichneumonidae,1,family,deteriorating,,,,
NSCN_sn_hym_26Aug22,122.10,NSCN,08/26/22,sweep net,hymenoptera,pteromalidae,1,family,intact,,,,
SLNS_sn_hym_12Jul22,238.4,SLNS,07/12/22,sweep net,hymenoptera,scelionidae,1,family,intact,,,,
NSCN_sn_hym_26Aug22,122.11,NSCN,08/26/22,sweep net,hymenoptera,mymaridae,1,family,intact,,,,
SLNS_sn_hym_12Jul22,238.5,SLNS,07/12/22,sweep net,hymenoptera,orussidae,1,family,intact,,,,
SLNS_sn_hym_12Jul22,238.6,SLNS,07/12/22,sweep net,hymenoptera,platygastridae,1,family,intact,,,,
SLNS_sn_hym_12Jul22,238.7,SLNS,07/12/22,sweep net,psocodea,NA,2,order,deteriorating,,,,
SLNS_sn_hym_12Jul22,238.8,SLNS,07/12/22,sweep net,hymenoptera,mymaridae,2,family,deteriorating,,,,
SLNS_sn_hym_12Jul22,238.9,SLNS,07/12/22,sweep net,hymenoptera,encyrtidae,1,family,intact,,,,
SLNS_sn_hym_12Jul22,238.10,SLNS,07/12/22,sweep net,hymenoptera,eulophidae,3,family,deteriorating,,,,
SELS_bv_hym_25Aug22,239.1,SELS,08/25/22,blue vane,hymenoptera,andrenidae,1,family,intact,,,,
